drug_name,generic_name,dosage_form,shortage_reason,start_date,end_date,status,company,source_url,scraped_at
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,Shortage of an active ingredient,07/14/2023,,Current,Amneal Pharmaceuticals,Unavailable,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618611
Baclofen Tablet,Baclofen Tablet,Tablet,,04/23/2025,,To Be Discontinued,"Upsher-Smith Laboratories, LLC",,Neurology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618627
Atropine Sulfate Injection,Atropine Sulfate Injection,Injection,Requirements related to complying with good manufacturing practices | Discontinuation of the manufacture of the drug,01/01/2012,,Current,Accord Healthcare Inc.,Unavailable,"Anesthesia, Neurology, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618643
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,,10/12/2022,,Current,Granules Pharmaceuticals Inc.,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618669
Sodium Bicarbonate Injection,Sodium Bicarbonate Injection,Injection,Demand increase for the drug,07/24/2017,,Current,"Exela Pharma Sciences, LLC",Available,"Endocrinology/Metabolism, Gastroenterology, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618692
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,Demand increase for the drug,06/13/2018,,Current,Eugia US LLC,Unavailable,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618711
Sodium Bicarbonate Injection,Sodium Bicarbonate Injection,Injection,,07/24/2017,,Current,"Fresenius Kabi USA, LLC",Available,"Endocrinology/Metabolism, Gastroenterology, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618728
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,Discontinuation of the manufacture of the drug,02/22/2012,,Current,"Hospira, Inc., a Pfizer Company",Available,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618745
"Streptozocin Powder, For Solution","Streptozocin Powder, For Solution","Powder, For Solution",,07/12/2022,,Current,"ESTEVE PHARMACEUTICALS, S.A.",Available,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618774
Sterile Water Irrigant,Sterile Water Irrigant,Irrigant,Discontinuation of the manufacture of the drug,04/28/2023,,Current,Otsuka ICU Medical LLC,Limited Availability,"Gastroenterology, Other, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618792
Irinotecan Hydrochloride Injection,Irinotecan Hydrochloride Injection,Injection,,02/24/2026,,To Be Discontinued,Ingenus Pharmaceuticals LLC,,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618817
Sterile Water Injection,Sterile Water Injection,Injection,,11/23/2021,,Current,"Fresenius Kabi USA, LLC",Available,Other,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618835
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,Demand increase for the drug,02/22/2012,,Current,"Fresenius Kabi USA, LLC",Unavailable,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618852
Spironolactone Tablet,Spironolactone Tablet,Tablet,,12/10/2025,,To Be Discontinued,Pfizer Inc.,,Cardiovascular,https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.618869
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,,07/14/2023,,Current,Rhodes Pharmaceuticals L.P.,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618890
Technetium TC-99M Pyrophosphate Kit Injection,Technetium TC-99M Pyrophosphate Kit Injection,Injection,Shortage of an active ingredient,12/27/2023,,Current,"Sun Pharmaceutical Industries, Inc.",Unavailable,Medical Imaging,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618908
Zileuton Tablet,Zileuton Tablet,Tablet,,04/01/2025,,To Be Discontinued,"Chiesi USA, Inc.",,Pulmonary/Allergy,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618925
Levothyroxine Sodium Tablet,Levothyroxine Sodium Tablet,Tablet,,07/10/2025,,To Be Discontinued,"EMD Serono, Inc.",,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.618940
Vancomycin Hydrochloride Injection,Vancomycin Hydrochloride Injection,Injection,,11/14/2025,,To Be Discontinued,"Hospira, Inc., a Pfizer Company",,Anti-Infective,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618957
Liraglutide Injection,Liraglutide Injection,Injection,,07/18/2023,,Current,"Hikma Pharmaceuticals USA, Inc.",Available,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618974
Sterile Water Irrigant,Sterile Water Irrigant,Irrigant,Discontinuation of the manufacture of the drug,04/28/2023,,Current,Otsuka ICU Medical LLC,Unavailable,"Gastroenterology, Other, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.618994
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,,10/12/2022,,Current,"Sunrise Pharmaceutical, Inc.",Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619017
Atropine Sulfate Injection,Atropine Sulfate Injection,Injection,,01/01/2012,,Current,"American Regent, Inc.",Available,"Anesthesia, Neurology, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619035
"Cefotaxime Sodium Powder, for Solution","Cefotaxime Sodium Powder, for Solution","Powder, For Solution",,02/17/2015,,Current,"SteriMax, Inc.",Available,"Anti-Infective, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619056
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,,07/14/2023,,Current,Alvogen,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619074
Clonazepam Tablet,Clonazepam Tablet,Tablet,,03/10/2023,,Current,Rubicon Research Private Limited,Available,"Neurology, Pediatric, Psychiatry",https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.619088
Meperidine Hydrochloride Injection,Meperidine Hydrochloride Injection,Injection,Shortage of an active ingredient,05/30/2025,,Current,"Hikma Pharmaceuticals USA, Inc.",Unavailable,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619107
Bupivacaine Hydrochloride Injection,Bupivacaine Hydrochloride Injection,Injection,Demand increase for the drug | Delay in shipping of the drug,02/20/2018,,Current,"Fresenius Kabi USA, LLC",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619125
"Methylphenidate Hydrochloride Tablet, Extended Release","Methylphenidate Hydrochloride Tablet, Extended Release",Tablet,,07/26/2023,,Current,"Vertical Pharmaceuticals, LLC",Unavailable,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619145
Clindamycin Phosphate Injection,Clindamycin Phosphate Injection,Injection,,03/21/2023,,Current,Pfizer Inc.,Available,Anti-Infective,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619162
Bupivacaine Hydrochloride Injection,Bupivacaine Hydrochloride Injection,Injection,,02/20/2018,,Current,"Hospira, Inc., a Pfizer Company",Unavailable,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619188
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,Discontinuation of the manufacture of the drug,02/22/2012,,Current,"Hospira, Inc., a Pfizer Company",Available,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619205
Amantadine Hydrochloride Tablet,Amantadine Hydrochloride Tablet,Tablet,,07/23/2025,,To Be Discontinued,"Upsher-Smith Laboratories, LLC",,"Antiviral, Neurology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619223
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,Shortage of an active ingredient,07/14/2023,,Current,"Sun Pharmaceutical Industries, Inc.",Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619241
Vigabatrin Oral Solution,Vigabatrin Oral Solution,Oral Solution,,10/16/2025,,To Be Discontinued,"Pyros Pharmaceuticals, Inc.",,Neurology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619258
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,,07/14/2023,,Current,Takeda Pharmaceuticals USA Inc.,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619278
Bupivacaine Hydrochloride Injection,Bupivacaine Hydrochloride Injection,Injection,Demand increase for the drug,02/20/2018,,Current,Eugia US LLC,Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619295
Carboplatin Injection,Carboplatin Injection,Injection,Discontinuation of the manufacture of the drug,04/28/2023,,Current,Teyro Labs,Unavailable,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619312
Liraglutide Injection,Liraglutide Injection,Injection,Delay in shipping of the drug,07/18/2023,,Current,"Novo Nordisk, Inc.",Limited Availability,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619328
Carboplatin Injection,Carboplatin Injection,Injection,Discontinuation of the manufacture of the drug,04/28/2023,,Current,Teyro Labs,Unavailable,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619344
"Lisdexamfetamine Dimesylate Tablet, Chewable","Lisdexamfetamine Dimesylate Tablet, Chewable","Tablet, Chewable",,07/14/2023,,Current,Takeda Pharmaceuticals USA Inc.,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619370
Albuterol Sulfate Solution,Albuterol Sulfate Solution,Solution,,10/25/2022,,Current,"Rising Pharma Holdings, Inc.",Available,"Pediatric, Pulmonary/Allergy",https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.619383
Lorazepam Injection,Lorazepam Injection,Injection,Demand increase for the drug | Regulatory delay,09/05/2018,,Current,"Hikma Pharmaceuticals USA, Inc.",Limited Availability,Neurology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619406
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Injection,,02/20/2018,,Current,"Hospira, Inc., a Pfizer Company",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619430
Carboplatin Injection,Carboplatin Injection,Injection,,04/28/2023,,Current,"Hospira, Inc., a Pfizer Company",Limited Availability,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619447
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,,07/14/2023,,Current,"Teva Pharmaceuticals USA, Inc.",Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619466
Carboplatin Injection,Carboplatin Injection,Injection,,02/20/2026,,To Be Discontinued,Ingenus Pharmaceuticals LLC,,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619483
Lorazepam Injection,Lorazepam Injection,Injection,,05/03/2018,,Current,"Hospira, Inc., a Pfizer Company",Unavailable,Neurology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619500
Bosentan Tablet,Bosentan Tablet,Tablet,,06/09/2025,,To Be Discontinued,Actelion Pharmaceuticals,,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619516
Methotrexate Sodium Injection,Methotrexate Sodium Injection,Injection,,03/13/2023,,Current,"Hospira, Inc., a Pfizer Company",Available,"Rheumatology, Oncology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619533
Celecoxib Capsule,Celecoxib Capsule,Capsule,,08/15/2025,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619554
Conivaptan Hydrochloride Injection,Conivaptan Hydrochloride Injection,Injection,Delay in shipping of the drug,03/14/2022,,Current,Cumberland Pharmaceuticals Inc.,Unavailable,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619572
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,,10/12/2022,,Current,"Sunrise Pharmaceutical, Inc.",Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619599
Dexmedetomidine Hydrochloride Injection,Dexmedetomidine Hydrochloride Injection,Injection,Demand increase for the drug,04/10/2020,,Current,Eugia US LLC,Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619619
Midazolam Hydrochloride Injection,Midazolam Hydrochloride Injection,Injection,Demand increase for the drug,04/02/2020,,Current,"Hospira, Inc., a Pfizer Company",Available,"Anesthesia, Neurology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619637
Amino Acid Injection,Amino Acid Injection,Injection,Shortage of an active ingredient,12/08/2020,,Current,Otsuka ICU Medical LLC,Available,Gastroenterology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619654
Nystatin Topical Powder,Nystatin Topical Powder,Topical Powder,,04/28/2025,,To Be Discontinued,"Upsher-Smith Laboratories, LLC",,"Anti-Infective, Dermatology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619671
Dexmedetomidine Hydrochloride Injection,Dexmedetomidine Hydrochloride Injection,Injection,,04/10/2020,,Current,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619692
Amino Acid Injection,Amino Acid Injection,Injection,Demand increase for the drug,12/08/2020,,Current,Baxter Healthcare,Available,Gastroenterology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619709
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,Shortage of an active ingredient,07/14/2023,,Current,"Hikma Pharmaceuticals USA, Inc.",Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619726
Clonazepam Tablet,Clonazepam Tablet,Tablet,,03/10/2023,,Current,"Prinston Pharmaceutical, Inc.",Available,"Neurology, Pediatric, Psychiatry",https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.619740
"Methylphenidate Hydrochloride Tablet, Extended Release","Methylphenidate Hydrochloride Tablet, Extended Release",Tablet,,07/26/2023,,Current,"Teva Pharmaceuticals USA, Inc.",Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619759
Calcium Chloride Injection,Calcium Chloride Injection,Injection,,11/07/2025,,To Be Discontinued,"Hospira, Inc., a Pfizer Company",,"Cardiovascular, Endocrinology/Metabolism",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619776
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,Shortage of an active ingredient,10/12/2022,,Current,Sandoz Inc.,Limited Availablity,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619802
Clonazepam Tablet,Clonazepam Tablet,Tablet,,03/10/2023,,Current,Rubicon Research Private Limited,Information pending,"Neurology, Pediatric, Psychiatry",https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.619822
Clonazepam Tablet,Clonazepam Tablet,Tablet,Requirements related to complying with good manufacturing practices,03/10/2023,,Current,Accord Healthcare Inc.,Available,"Neurology, Pediatric, Psychiatry",https://api.fda.gov/drug/shortages.json,True,2026-03-09T15:42:13.619835
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,Shortage of an active ingredient,07/14/2023,,Current,Amneal Pharmaceuticals,Unavailable,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619853
Amino Acid Injection,Amino Acid Injection,Injection,Demand increase for the drug,12/08/2020,,Current,Baxter Healthcare,Available,Gastroenterology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619870
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,Shortage of an active ingredient,10/12/2022,,Current,"Lannett Company, Inc.",Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619895
Carboplatin Injection,Carboplatin Injection,Injection,Discontinuation of the manufacture of the drug | Demand increase for the drug,04/28/2023,,Current,Gland Pharma Limited,Limited Availability,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619914
Midazolam Hydrochloride Injection,Midazolam Hydrochloride Injection,Injection,Delay in shipping of the drug | Demand increase for the drug,04/02/2020,,Current,"Fresenius Kabi USA, LLC",Available,"Anesthesia, Neurology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619932
Desonide Lotion,Desonide Lotion,Lotion,,09/18/2025,,To Be Discontinued,"Actavis Pharma, Inc.",,Dermatology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T15:42:13.619949
